Nama,Tanggal,Rating,comment
Kupat Tahu,6 Juni 2021,4,"aplikasi  memang bagus tapi kenapa kok saya nonton video 30 menit cuman dapat 7000 koin doang beda sama temen"" aku yang nonton 30 menit dapat 250000 koin mohon pemberitahuan  dan pengertian ya semoga di jawab😊 terimakasih"
Nurlella Sari,14 Juli 2021,4,Kenapa sekarang tidak dapat koin menonton video ?
Syafira Daffa,24 Juli 2021,4,bagus menemani masa gabut selama pandemi dirumah
aca 111,27 Juli 2021,4,Ke ganggu banget sama kotak kado itu sudah dipencet silang malah kepencet gitu
Hilda Cantik,6 Agustus 2021,4,"Masukin kode  susah banget, terus point kembali ke kado hmmm.. kalo sudah normal kaya dulu lagi kasih bintang 5"
Al Husen,29 Juli 2021,4,Gunakan kode ini untuk dapat duit 10.000 GBPEEBLXNPYT8
Herlian Pratama,16 Juli 2021,4,Aplikasi jelek banget tapi bohong aplikasi bagus banget
Andini Manis,29 Juni 2021,4,Aku suka banget sama aplikasi ini kalian hraus install ya dan aplikasi ini juga bisa loh jadi hiburan buat kalian yang lagi gak move on atau sedih nah disini ada ayo buruan download
Cindy Felicia,1 Juli 2021,4,"Ok lah dapat lumayan Tapi, kok gak jalan"" Menit sudah ditonton lama malah gak jalan? Lagi error kah? Atau ada masalah aplikasi"
Devi Marlina,18 Juli 2021,4,Kenapa saya tidak bisa masukin kode ? Kata error
Igasiana Rosi,3 Juni 2021,4,Assalamualaikum kenapa tiktok saya tidak bisa mengirim pesan kepada pengikut saya ya? Saya sudah ikuti dia balik tapi tetap tidak bisa mengirim pesan sementara tiktok saudara saya ada itu kenapa ya?
Sendy Arya,8 Juni 2021,4,"Sudah bagus sih bisa ngehasilin uang cuma nonton video doang, tapi saya pu masalah yaitu tidak ada kolom untuk memasukkan kode TikTok,, Mohon di perbaiki bug  Yaa🙏🙏"
Warung Jagal,30 Mei 2021,4,"kenapa setiap kali melakukan penarikan selalu gagal. tolong dong, aku kasih bintang 4 dulu, kalo sudah berhasil melakukan penarikan akan aku kasih full bintang"
Rndra Kids,24 Juli 2021,4,Bagus sih kenapa saya nonton Video gak dapat point lagi kenapa yah
Dino Haganta Ginting,3 Juni 2021,4,Semua sih keren tapi Tiktok Kok sepi Mulu capek ngedit video tolong kenapa
Sigit Pujiati,4 Juni 2021,4,"Halo tiktok, kenapa saya tidak bisa perbarui tiktok saya ke versi terbaru? Selalu ""menginstal..."" terus. padahal saya sudah menghapus chace dan memori masih kosong, koneksi juga 4G dan stabil. Why tiktok?"
Rudy Pgb,2 Juli 2021,4,"Bisa gak ya perbandingan koin jangan terlalu jauh ke rupiah, biar lebih cepat dapatin rupiah. Jadi saya kasih bintang 4 dulu ya, makasih 🙏🙂"
Seorang Wibu,27 Juli 2021,4,Bang saya mau ta kenapa sekarang enggak ada duit😤
Aris Munandar,18 Juli 2021,4,Cukup asik.. tapi koin tolong biar dapat duit yang nonton
KOCAG CHANNEL,7 Agustus 2021,4,Cara ngebales komentar orang walau kita bukan creator gimana dah🗿 sudah aku upgrade tetep gak bisa
BAYU GAMING 020,18 Juni 2021,1,aplikasi jelek
Dina Subekti,#############,5,aplikasi bagus
Ahmad Nasrul,#############,5,Bagus
Lia Aulia Hayu Cahyani,14 Oktober 2019,5,Suka
Evos ʀɪꜰᴋɪ,7 Januari 2021,1,Aplikasi jelek
Dian Saputra,31 Maret 2020,5,mantap
Deny Perdana,28 Juli 2020,5,Kreaktif dan menghibur
Damar Ajhaa,#############,5,Bagus😍
Dhany Rains,#############,5,Mantap
Aliya Official,#############,5,Hmm Bagus aplikasi tiktok Good Joob
Dodoy Artha,16 Juni 2018,5,Suka
Asep Ase,6 Mei 2020,5,Mantap poko 
Pengguna Google,8 Maret 2019,5,Terimakasih
Indra Hermawan,#############,5,Aku suka tiktok bagus
Monita Oktavia,30 Juli 2020,5,Bagus Banget
Nisa Caca,#############,5,Bagus banget
Galang Tukan,#############,5,Aplikasi yang bagus banget
artis gondang ipung akila,22 Mei 2018,5,Ok
Pengguna Google,21 Oktober 2018,5,SAYA suka Beautiful Place
Yang Muliya,21 Juli 2019,5,Bagus
Aldi Fams,7 Mei 2018,5,Saya suka aplikasi ini
Wisnu Anjar,3 Januari 2021,5,Suka
Widya Wati,26 Januari 2019,5,seru banget  ya walaupun cuma lihat2 doang
Zalfa Alya,6 Januari 2021,5,Bagus aplikasi💗
Hani Fathiah,#############,5,terbaik
Ema Yanti,17 Oktober 2020,5,Good
Pengguna Google,#############,5,Wah video jadi bagus
MADIN 17,#############,1,buruk
Dian Sari,#############,5,terbaik
NOBAR Muncul,#############,5,Mantap dan menghibur
Cindy Angelina,4 April 2020,5,Bagus banget
Ichwan Aziizil,2 Juli 2019,5,"aplikasi bagus, tapi bikin anak dibawah umur jadi goblok, tolong filter umur diperbagus, jangan rusak generasi bangsa dengan ini, bak anak dibawah umur yang ngebet tenar dan bikin ilfeel, bangsat"
Ing Wibisono,#############,5,Wow bagus bagus banget
Elfiantara Baskara,31 Mei 2018,2,harus pakai email
Triyono Triyono,17 Januari 2021,5,menghibur
AHMAD ADITYA,#############,5,Terima kasih
FM Chanell,#############,5,Sangat menarik
frost zikri,#############,5,Saya kelak menjadi salah seorang dari rumah dan apartemen yang mirip Dengan yang like to show the world of fitnes
Rio Febrianda,5 Juli 2020,1,Konyol
Pengguna Google,9 Agustus 2019,5,rekomendasi banget
Delpa tala Delpa tala,14 April 2020,5,Aku suka
levi. Ackerman,16 Oktober 2020,5,aplikasi untuk orang gabut
Anggitawulan Ndari,11 Januari 2021,5,Bagus banget
Adul Ajah,3 Juni 2020,5,Bagus
Lannora Harahap,29 Mei 2020,5,Sangat menghibur
citra nadzwa putri,#############,5,Ini jelek banget lebih baik di like tapi bohong
IRWANSYAH 01,#############,5,Bagus
marsella anggreani,8 April 2020,5,tiktok
Pengguna Google,23 Maret 2018,5,Suka.
Experimen TV.,27 Juni 2018,5,tiktok ini sangat bagus kalou kamu main tiktok jangan pake yang saru sara
Jun Banana,#############,5,Balikin Akun Bayu
Yunieta yunie,#############,5,I like
naomi kim,#############,5,oke
Revha Jamhari,26 Juli 2019,5,rekomendasi banget
zakia dewi,#############,5,good
Junaidi Junaidi,#############,5,Halo nama saya rani saya suka sekali dengan aplikasi ini aplikasi ini bagus sekali
Nabilla Nurasiah,15 Maret 2018,5,tiktok ini sangat keren kak
Ghiaccio White Album,#############,1,ini aplikasi jelek sumpah
Pengguna Google,26 Maret 2018,5,Keren
MR. Lexy,3 Januari 2021,5,Aplikasi sangat bagus
Pengguna Google,29 Juni 2018,5,Bagus
piomas nainggolan,#############,5,Ini aplikasi bagus banget
Fauzi Kurniawan,#############,5,Ok
Pengguna Google,28 Juni 2018,5,Aku suka tiktok tapi Fans ku enggak bertambah - tambah
Andi Zul,31 Mei 2018,5,Pokok bagus
erialdo saputra sagala,13 Oktober 2018,5,Mantap
Abi Didi Suratno,#############,5,Oke
Human Manusia,#############,1,Jelek Banget
Sahwa Nurohmah,4 Juni 2020,5,suka
rizky hidayatul,23 Mei 2018,5,wah gila sih
supri yadi,#############,5,Saya suka tiktok
Dayat Rrnal,14 Oktober 2020,5,bagus
Tuti Ameliah Ameliah,#############,5,Seru banget
Pengguna Google,#############,5,Keren
Deni Suhartono,#############,5,Sangat puas
Zahira 212,17 Oktober 2019,5,Bagus
Pengguna Google,13 Juni 2018,5,"tiktok sangat bagus dan bisa ketemu cowok"" ganteng"
Rahman Gaming,10 April 2018,5,Sangat seru dan memuaskan
Kurnia Channel,#############,1,Kurang suka sama aplikasi ini
Muhammad Rizky Fadillah,#############,5,Tolong perbaikin aplikasi ini aku enggak bisa buka nanti aku kasih bintang lima 
salva satria nugraha,11 April 2020,5,Bagus bangat tidak akan nyesel donwload tiktok
Rivan Adriansyah,#############,5,Saya senang
Nuraisah Siti,15 Juli 2020,5,Ingin mengikuti tiktok
Nurasya Nasir,#############,5,Bagus banget
Yusuf Arrahman,5 Juli 2021,1,kode undangan tidak bisa dimasukkin tolol
Akun New,#############,1,aplikasi payah jangan download
Pengguna Google,2 Maret 2019,5,seru banget main kalo lagi mood
Paisal Satri,21 Oktober 2020,5,Saya suka aplikasi ini
Muhamad Abi Januardi,22 Maret 2020,5,Mantap bagus sekali ya
Rahmadiansyah Rahmadiansyah,7 Mei 2018,5,Suka banget
Ferdian Dian,#############,5,Aplikasih ini sangat bagus sekali
Erfan Yd7iuo,30 Mei 2018,5,5.star like just for you
Lismawati Manalu,2 April 2020,5,Sangat baik
Fahri Fachrudin,21 Mei 2020,5,Bagus
Rahman Ibrahim,#############,5,Keren
Jajang Nurjaman,19 Juli 2021,1,Aplikasi tidak jelas tidak bisa download
putraa zedhenk,20 Juni 2019,5,keren tiktok
langat Feterus,#############,5,lucu
Kunyuk Tau,27 Juni 2021,1,tiktok makin kesini makin kaya tai
Arus Iiss,8 Mei 2020,5,Keren
Didin Sudrajat,7 Agustus 2020,5,Sangat keren
Abi Aditya,#############,5,Saya suka tiktok Dari saya kelas satu saya suka main tiktok Sekarang umur saya 11 tahun Saya masih main tiktok Saya kasih bintang 5 buat tiktok tiktok paling menarik
Taufiqoh Hidayah,10 Maret 2018,5,Bagus keren
mimi saipah,#############,5,Aplikasi ini jelek banget tapi bohong
Nada Maharani,10 Mei 2020,5,Bagus banget saya suka sekali dengan aplikasi ini filter bagus bagus semua karna aku suka banget dengan aplikasi ini saya kasih bintang 5
Syahdana Yustiar YT,#############,5,bagus
Samaung J1ace,#############,5,Bagus banget
akman danuri,#############,5,BAGUS BANGET 😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄
fcking bella Bhella 3003,2 Agustus 2020,5,Saya suka dengan aplikasi ini sangat menghibur dan kreatif banget saya suka 🎉
Anggiat Nainggolan,#############,5,mantap
Heri Prasetyo,#############,5,Sangat menghibur
Pengguna Google,22 Mei 2018,5,tiktok Ini Sangat Bagus
Intan Vatma,#############,5,"Aku suka banget sama tiktok karna kita bisa ketemu k-pop kayak BTS, BLACKPINK,ITZY DLL"
Ibu RT,#############,5,Idih keren
Mifta Hayatun,8 Januari 2021,5,Ini tiktok bagus banget sumpah kalian harus download
MISHELLE PRETTY VICTORIA,28 Maret 2018,5,Bagus
hadii 03,25 Januari 2020,5,Bagus
Rara Artika,15 Januari 2021,5,Bagus banget cuma kurang suka di watermark aja
Fani Modeong,27 Juli 2020,5,Baik
nury trianawulandari,6 Juni 2019,5,Aplikasi Bagus😁
Hernanda Iqmal,#############,1,report orang rasis dibilang tidak ada kesalahan. Giliran saya kasih bintang 1 kok saya dibanned. Lawak tiktok
Pengguna Google,#############,5,Aplikasi terbaik😎
wasis Ponorogo,8 Agustus 2019,5,bagus dan menarik
Juanda Fanani,7 April 2019,5,keren dan bagus
Pengguna Google,13 Mei 2018,5,I Like You tiktok
Mas arif oke,#############,5,Mantap bos
Sri Utami,3 Januari 2021,5,Aplikasi yang menghibur sekaligus menghasilkan🙂🙂
Pengguna Google,27 Mei 2018,5,tiktok memang mantap
Hasriyani Hasman,10 Oktober 2020,5,Tiktok keren
Pengguna Google,4 Mei 2018,5,Sangat bagus
Nur Hayati,17 Januari 2020,5,Lumayan
Ray Gilang,25 Juni 2021,1,tiktok busuk
rara anggriani yang alay dan lebay begitu,29 Mei 2019,5,suka sama lagu
Arzaqina callysta,9 Mei 2018,5,Aku suka sekali
Evrin dinoto,29 Oktober 2020,5,Asik
Pipit Png,29 Maret 2020,5,Aku suka banget
Jheny Himmatil izza,26 Mei 2019,5,ayo pilih tiktok
Neneng Kurniati,#############,5,Bagus................
Tata AD,25 Juli 2021,1,sudah tidak bisa dapat point bye banget
RᎪYᎠᎬᎡ- -ᏚᏆᏞᎪK,#############,5,Like🤗
Elsa Meliayany,#############,5,Bagus banget wajib download
Emelda Hambali Putri,2 Juni 2020,5,aplikasi Bagus
Nuraini Nur,#############,5,Bagus
JakaGeming AnjayJancok,31 Maret 2020,5,Mantap kali
Andi Firmansyah,17 Oktober 2020,5,Aplikasi yang paling mantap..
Raflimuflihun 123,#############,5,Bagus
Pengguna Google,13 Oktober 2018,5,Keren dan lucu
Pengguna Google,#############,5,Good
Muhammad Hafiz,#############,5,Hebat
Sury Booysh,1 Oktober 2020,5,Saya suka
Albi Al qolbi,14 Juli 2020,5,aplikasi yang sangat menghibur
Pengguna Google,#############,5,sangat bagus
Malisa Agustina,17 Maret 2020,5,"Suka Aja, Menghibur"
Pengguna Google,25 Maret 2018,5,Coba di coba akhir ketagihan TikTok good to cute*
Pengguna Google,6 Maret 2018,5,mudah mudahan lebih maju lagi
Pengguna Google,#############,5,Bagus
Fatrawaty Baruadi,25 Juli 2020,5,Bagus
Priska Fauziah,4 Maret 2018,5,Sip
Pengguna Google,#############,5,Saya suka
Dokter Custom_part,#############,5,mantap
Mahanani Nurkinasih,#############,1,"Kenapa sekarang tiktok eror, saya tidak bisa follow orang bahkan adik saya tidak bisa buat akun tolong diperbaiki ya"
Yayang Sanggita Oktaia,#############,1,Saya kecewa .. Pesen barang di tiktok shop padahal sudah transfer pembayaran tapi di pemberitahuan tiktok belum terkonfirmasi pembayaran padahal nomer rekening sesuai tujuan alhasil uang saya hilang
Pirgo Siregar,4 Maret 2020,5,Sangat mantap
Saipul Anwar,18 Mei 2020,5,Seru video
Pengguna Google,#############,5,Good banget
Cia HH,#############,5,Good l like it
Pengguna Google,30 Maret 2018,5,Aku suka sekali dengan mainan ini
Rismot Frdy,#############,5,FYP IN GUA TERUS POKOK
Ayu Fitriani,#############,5,Makasih ya aku suka dengan aplikasi ini 😊
Mariah S.Ag,23 Oktober 2020,5,Bagus kok
Agong RT,2 Juli 2021,1,Aplikasi apa ini? Semakin kesini semakin tidak jelas.. Buka di kembangin malah di updete semakin tidak jelas aja
Pengguna Google,13 April 2018,5,aku suka tiktok karna efek bagus
Faizal Reza Hasibuan,3 Juli 2021,1,Kasian lihat anak sekarang. Makin rusak dan tidak tahu malu
Via Yohana,#############,5,Bagus banget
Saneman Binsalim,#############,5,bagus banget
Nauva layla,#############,5,Menghilangi bosan
teddy susanto62,#############,5,Bagus
Angel Ina,2 Maret 2018,5,Bagus
Aulia Margareta,12 Januari 2021,5,"Simpel, aku suka TikTok"
Nabila 101125,#############,5,Aku suka sama ini
Pengguna Google,#############,5,Bagus
Icaaa anak baik,4 Januari 2021,5,"Sejauh ini menghibur, semoga lebih cepat tanggap lagi mengenai laporan dari user mengenai content creator yang menyimpang"
Neng Yaya,#############,5,Aplikasi bagus banget bak fitur lagi
Pengguna Google,#############,5,saya sangat senang mempui aplikasi tiktok
Siti Nur kholifah,27 Juni 2020,5,Sangat menghibur apalagi saat kondisi pandemi ini.
Sad Boy,#############,1,aplikasi pembodohan
Jamri Franseda,5 Januari 2021,5,terimakasih
iRangga Channel,31 Mei 2021,1,kalo event belum selesai jangan suka di ubah tidak jelas ini aplikasi
Rafi Matahari,#############,1,Jelek sekali
Fuad Hadi,6 Maret 2018,5,Seru juga
Pengguna Google,12 Maret 2018,5,Good job😉😘
BJB tv,13 Juli 2020,5,Sangat menyenangkan bermain tiktok melepas penat
Pengguna Google,#############,5,Keren
Pengguna Google,4 Juni 2018,5,Sayangkan banget
Andre William,4 Mei 2021,5,bingung mau berkomentar apa
Is new,4 Februari 2020,5,Suka
Pengguna Google,#############,5,Bagus banget kamera
Pujiati Ngawi,1 Januari 2021,5,Permainan ini jelek tapi bohong
Ade Ade,3 Juli 2020,5,tiktok
Yanuar Himawan,14 Oktober 2020,5,sangat bagus
Andrian Faturahma,20 Juli 2019,5,good bagus ok
SRI PUJI ISMAWATI,#############,5,Suka ini
Erlin Sandi,4 Agustus 2020,5,Keren
Ratu Ratu,#############,5,Bagus
dita anjarwanto,3 Juli 2021,1,semakin lama semakin sulit
saskia Perdian,#############,5,Aku suka
REFA,#############,5,Aplikasi ini sangat bagus tapi saya enggak pernah fyp
Ahmad Fajar,18 April 2020,5,sangat bagus tapi pengunaan paket kurangin dikit
Asran Labea,#############,5,Bagus
Denty Permata sari,9 Januari 2021,5,Bagus banget Aplikasi 
widodo suharjo,#############,5,Sangat bagus
Andriani Andriani,16 Juli 2020,5,Aku mohon kalian mendownload ini jika tidak kalian meyesal
muhamad adam123,26 Juli 2020,5,keseluruhan sudah bagus tetep buat saya man dengan saya menggunakan tiktok makasih😍
Samsung Subang,3 Oktober 2020,5,Kasih bintang 5 aja
Aditya Pratama,30 Mei 2018,5,Suka bagus banget
Abizar Mahardhika,#############,5,Suka sekali.... penghilang bete
Silvia Kennan,#############,5,Sangat suka di pakai untuk hal yang positif alhamdulilah. Semoga bisa memberikan hal yang bisa membuat kalian terhibur
Pengguna Google,4 Februari 2019,5,bagus banget
Pengguna Google,13 Oktober 2018,5,Sangat membantu
Utary Dwi04,#############,5,Bagus banget
Pengguna Google,28 Mei 2018,5,Keren menghibur
Yan Syaifydin,#############,5,bagus banget makasih ya😊
Rijal Ijal,#############,5,Ok
Pengguna Google,18 Maret 2018,5,Bagus banget 😍😍😍
Mecka Nea,#############,1,aplikasi jelek banget...
Pengguna Google,#############,5,Bagus banget
Pengguna Google,7 Mei 2018,5,Ini sangat seru
Darwin Fauzi,6 April 2020,5,Bagus
Pengguna Google,24 Juni 2018,5,aku suka lagu
Pengguna Google,11 Juni 2018,5,Cukup menyenangkan
Bobon Rukmana,#############,2,Saya mau na titok enggak ada yang lucu
kadek dwi,19 Juli 2018,5,Suka tiktok😘
nia syriyusniati,22 Juli 2020,5,Seru banget
rere ane,16 Januari 2021,5,Pasti
Muhlashamid Ahmadpabbari,21 April 2020,5,Karna EXO download Oh Sehun pu tiktok
Pengguna Google,#############,5,yes
Fitria Permana sari,#############,5,tiktok
sarip Lumu,9 Mei 2020,5,praktis emang
Bejo Ashar,24 Juni 2018,5,Sangat bagus
Royan GAMING,#############,5,I like this
Abiyyu bintang Haidar,#############,5,Bagus 👍
Septa Jidan,#############,5,Mantap
Rina Setyowati,#############,5,Aplikasi bagus sekali
Pengguna Google,23 Maret 2019,5,sangat bagus
Ilman Khakima,26 Juni 2021,1,tidak tahu ingin kasih bintang satu aja
Along Ore,#############,5,Bagus banget👉👍👍👍👍
Gluntung boy,#############,5,Asli
Widya Wati,#############,5,Cakep😎
Audrey Zanza,4 Maret 2020,5,pokok harus download
Bojong 123,5 Oktober 2021,1,nyesel download tiktok sudah bak koin eh malah di blokir koin permanen
Muhammad Althariq Nurjati,11 Januari 2021,5,Mantap
Sri Kurniwati,10 Maret 2020,5,Suka banget
JERI PRATAMA,4 Februari 2020,5,Top
Jopia Alfariski,11 Januari 2021,5,Bagus tidak kaleng kaleng
memed gaming,#############,5,Suka
sifah fauziyah,#############,5,aplikasi bagus
Pengguna Google,24 April 2018,5,Bagus banget
Aulya Hayatunufus,22 Oktober 2020,5,ini seru banget
Jefri 1234,#############,5,Mantap betul
Pengguna Google,4 Juni 2018,5,Keren banget
indra alfaru,18 Juni 2020,5,bagus
Theo Chandra,22 Juni 2021,1,Aku benci kamu tiktok kamu mebanned semua BOCIL di sana tanpa alasan Ini aplikasi harus di banned selama
xowadd 12,16 Oktober 2020,5,mantap
Dilaa,4 Oktober 2021,1,tidak jelas aplikasi kalau upload lama banget
ahmad aan,27 Mei 2020,5,tiktok ini paling bagus
Norma Nort,19 Oktober 2020,5,Bagus banget..
Rasya Rizki,9 Januari 2021,5,Bagus banget
lavlita prita prita,27 April 2020,5,Main tiktok itu asik
Dewi Triasih,9 Maret 2021,1,Kenapa fitur  tidak dapat di download?? Ha di 0% terus Aduh
dandi brebetd,#############,5,Sangat bagus
Leptop Cpu,#############,5,aplikasi jelek banget tapi bohong kalian harus download karena aplikasi bagus banget
Chicken Id,4 Agustus 2021,1,aplikasi perusak bangsa
rahmaditya adindas,12 Januari 2020,5,Bagus aku suka buat video
Michella Tampinongkol,8 Agustus 2019,5,aplikasi yang keren
Pengguna Google,22 Mei 2018,5,Bagus banget
kajian chanel,19 April 2020,5,Top
NENDER FF,2 Juni 2019,5,kasih bintang 5
Frida Christina Konduwes,#############,5,Bagus
Her Ballon,17 Juli 2020,5,Oke
Lesnawati Rachmand,2 Juli 2020,5,Sangat menghibur
Zetty Andinii:v,15 April 2020,5,Iya bagus
Salleang Cs,7 Agustus 2020,5,Bagus banget
Supandri Anang,#############,5,Bagus
Nasya Aina,2 Agustus 2020,5,Bagus tiktok saya suka
Iis Muliyati,3 Agustus 2020,5,Bagus
Pety Rospianty,4 April 2020,5,Aplikasi tiktok ini bagus
Wahyudin Indra,18 Oktober 2021,1,Bak yang umbar aurat
Fuji Anugrah,18 Maret 2020,5,Keren
Pengguna Google,21 Juni 2018,5,Bagus banget keren.. tapi aku ingin dapat following bak dan like
SAFA ZOYA OFFICIAL,2 Mei 2020,5,Sangat bagus
Pengguna Google,#############,5,Bagus
Pengguna Google,21 Mei 2018,5,Lucu dan menyenangkan
Pengguna Google,3 Oktober 2018,5,Bagus
Pengguna Google,27 April 2018,5,Keren banget
Salwa Lathifah,#############,5,Bagus
Firman Syah,16 Januari 2021,5,Mantap
Animerock me,1 Juli 2021,1,Tidak direkomendasikan
Andikacatur Prasetyo,#############,5,Sangat bagus
Quinsa Adelia Bilbina Putri -,14 Maret 2020,5,Bagus
Pengguna Google,#############,5,Luar biasa tiktok
Nur hayati Nur,24 Oktober 2019,5,Bagus
Cici Natasya,#############,5,Aplikasi ini bagus ya
Indah meydayanti,#############,5,Penghibur banget sih😆
Nurul Fatihah Utami,#############,5,Good aplikasi
Bagas Tri,12 Juni 2019,5,aplikasi bagus kok tapi aku belom download
Mama Warti,13 April 2018,5,Bagus banget
vivi bin imron,#############,5,Hiburan tanpa batas👍
yuniar Maghfirani,#############,5,Apa lagi jelek banget?????tapi bohong aplikasi bagus banget
Nurul Hidayah,20 Oktober 2020,5,Bagus
Aris,7 Juli 2019,1,tolong diteliti lagi tiktok yang berbau porno
Nadhifa Aulia,8 Oktober 2020,5,"menghibur banget sih, jadi bisa bolos daring"
anggi hanna,#############,5,Seru dan tidak bosen
Karina Diana,9 Maret 2020,1,tiktok aplikasi goblok
Iwan septiawan,14 Juli 2019,5,The best banget lah
salis solikhatun khalimah,21 Juli 2020,5,Saya suka
Mamat DJ,#############,1,Sumpah jelek banget
Pengguna Google,#############,5,Aplikasi yang sangat bagus
Pengguna Google,#############,5,Terbaik
Azam Putra,#############,5,TikTok Bagus
Diego 123,28 Maret 2020,5,Karena bagus
Pengguna Google,2 Maret 2018,5,Bagus banget yang enggak download pasti nyesel
Salzha Zhlnty,#############,5,Sangat menarik
Anak Kampung,2 Januari 2020,5,keren
Pengguna Google,15 Mei 2018,5,Bikin otak fresh
Rachman Channel,3 Januar 2021,1,biasa aja
siti royanti,#############,5,Bagus Banget😂
krispianus Dakosta,#############,5,Keren😍
Ade Mulia,19 Juni 2020,5,Aku suka banget
Sri Retno,#############,5,Ok
Pengguna Google,#############,5,Sukak sekali
Fedri Adrian,#############,1,aplikasi menyesatkan
Jeni Blink,#############,1,Woy tiktok!! Saya sudah 5x lebih post tapi tetap tidak bisa !!😡😡😡 keluar terus dari aplikasi!! Tolong diperbaiki
Leo Agung Leokingjava,#############,5,Sip
Zaccheo,#############,1,jelek
Ryka Badriya,2 Agustus 2020,5,Makasih buat tiktok
Selindion,1 Mei 2020,5,Yes
Abdul Rojak,#############,5,Senang
Zulkifli Yahya,#############,5,Mantap
Jelita Clara,31 Mei 2020,5,Bagus
Hanysa Fauzy,#############,5,Bagus😍✌
Palam Pilu,#############,5,Ok Ok
arkan wiratama,#############,5,Bagus
Dhaffa Nathan,#############,1,"lag terus, gimana sih mau daftar juga tidak masuk"" gimana sih padahal jaringan stabill"
ianggra 31101994,2 April 2018,5,good
Yudhisttira Yudhis,7 Juni 2020,5,Menarik dan menyenangkan
Pengguna Google,3 Mei 2018,5,Seru.... Banget
eka rose,#############,5,tiktok itu bagus sekali
Al-ishlah yayasan pendidikan,5 Maret 2020,5,Ok
Pengguna Google,29 Juni 2018,5,tiktok
Rahayu Rara,#############,5,B aja
Arya Sheva Bagaskara,3 Juni 2019,5,Bagus
nur Aksa,#############,5,Mantap
SALSABILA Lala,17 Mei 2019,5,mengasyikan bermain tiktok jadi betah
Pengguna Google,5 Juli 2018,5,"kenapa harus di blokir?aplikasi kan gak salah yang salah itu pengguna kalok penggu bisa bijak pakai aplikasi mah bakalan baik2 aja,semua itu balik lagi sama pengguna masing2"
Sri Sulyani,#############,5,I like it
Pengguna Google,11 Juli 2018,5,kamera ko blur
MUSA Ali,#############,5,Aplikasi ya bagus banget aku suka
Pengguna Google,#############,5,Suka sekali
deolova purba,27 Oktober 2020,5,Saya senang
Nuri Hernalisa,30 Juli 2020,5,Bagus baget
Nazmi nadif chanel,#############,5,Bagus
Shinta Maya Sari,10 Maret 2020,5,Bagus keren good 👍
Riis Wanto,3 Juni 2021,1,aplikasi mulai error
Satrio Wijatmiko,22 Oktober 2021,1,Aplikasi Rasis
Amalia Nurul,11 Juni 2021,1,Goblok
Wawan Celle,#############,1,error terus
Tri Antono,Tri Antono,1,Busuk
Gamers K B,#############,5,NICE
Nuril Hidayat,25 Juni 2021,1,tidak asik
Idi Unsu,#############,5,Aku senang banget dengan aplikasi ini follow akun aku yang baru nama fani22062007
Andika Pratama,16 Oktober 2020,5,Bagus
Lenna Silaban,16 Juni 2020,5,Sangat baik
Vijae alora,18 Juli 2021,5,ok
Siti Nur Wahdaniyah,24 April 2018,5,Tiktok yang terbaik
Wizdhan Mufadzhal,4 Oktober 2020,5,lumayan bang tiktok 
Yandi Nugraha,#############,5,Bagus
Fajar Maualana,#############,5,Bagus
Roi Nurzaifudin,19 Mei 2021,1,Ga mutu
Indirahma Arista,22 Mei 2021,2,"Maaf ya tiktok aku kasih bintang 2 dulu,kalo sudah ada fitur dislike&voice note di coment  baru aku kasih bintang 5, bintang100000 aja "
Huaĺa remkkk,14 Juli 2020,1,Anjing
Ana Ana,18 Oktober 2019,5,Bagus
Pengguna Google,10 Maret 2018,5,Suka
Yani Yani,#############,5,Tiktok keren
Felix Ananda,#############,5,Good aplikasi
Finsa septia Putri,#############,5,Bagus banget
Dini desni Dinanti,#############,5,Bagus
Serly Sandika,#############,5,aplikasi ini sangat memuaskan
kiki nazwa nurhafiza,6 Agustus 2020,5,Ok banget
tiktok viral,9 Juli 2021,1,biasa aja
Pengguna Google,#############,5,Sip
fitri setiawati,#############,5,Bagus
Mayang Amida,#############,5,Bagus banget komplit
Corryna Alibasyah,#############,5,Keren..
Ani Zidan,2 Januari 2020,5,Bagus
Dodi Prastiawan,14 Oktober 2019,5,terbaik
Abinaya Rafa,17 Maret 2021,1,aplikasi pembawa dosa
Fadel Mubarak,#############,5,aplikasi ini sangat bagus aplikasi ini bisa menghibur kita Semoga kalian install ya....
Sarah Putri Angelina,#############,5,Sangat bagus
Turmudzi Aa,21 Mei 2018,5,Bagus aplikasi ya
Inengah adi wiguna,4 Juli 2019,5,aku suka
Fauzan gemer,19 Juli 2019,5,siap
I nyoman Jelantik,#############,5,Bagus banget.....bisa menghiburr🏁😃😃
Sampah Masayrakat,#############,1,tidak menarik
Isna Wati,2 Maret 2020,5,"Menyenangkan, pokok bikin happy😍😘😘😁"
Kang Kudas,11 Juli 2020,5,Bak video yang lucu lucu so aku suka sama aplikasi
Diah Marsya,#############,5,seru banget
UNIQUE,17 Juli 2020,5,Semakin keren dengan segala kreasi2 anak bangsa
Pengguna Google,#############,5,tiktok ini sangat bagus sekali 1000%
Eka Cahyadi,31 Mei 2018,5,Saya suka sekali
Moza Febrita,#############,5,Bagus
Azka Dina,#############,5,aplikasi bagus
Udin Nicolai,11 April 2020,5,Aku suka
Zainal Takim,25 April 2020,5,"Bagus, bagus, dan bagus"
Niketutdewik Arthaningsih,12 Juli 2020,5,Sangat menyenangkan
