Nama,Tanggal,Rating,comment
Ridho Ramadhan,27 Juli 2021,4,Keren aplikasinya bagus banget
Dandi Fauzi,5 Agustus 2021,4,"Alhamdulillah bertambahnya teman, kadang bikin ketawa2, sedih, baper, kadang ada juga video yang ngeselin"
Mr. Chachinkz,30 Juli 2021,4,Buruan download dan kita berbagi hadiah yang besar dengan memasukan GCAAG6FV6PYS4
Track View,28 Juni 2021,4,tiktok bagus banget kenapa lihat kebawah
Nur Kholifah,15 Juli 2021,4,Oke ini aplikasi pilih kasih aku buat video ml kok tiba-tiba akun ku diblokir
luffy luff,20 Juli 2021,4,Kenapa saya down video tiktok lewat google tidak bisa ? Mohon di benarkan
Dwiirwan32 Dwi,6 Agustus 2021,4,"Asyik buat santai buat hiburan waktu capek""""""""""""""""""'😀😀😀"
Agus Sunawijaya,23 Juli 2021,4,"Bagus, tapi kenapa pas diklik bonus 2× malah gak mau ya??"
SW ANIME,12 Juni 2021,4,Kenapa pas mau penarikan itu ada masalah ya seperti saya ini mau hubungkan akun dana saya ke tiktok untuk memasukkan nomor hp dana sudah betul pas mau masukan pin dana itu salah terus dan saya cobak di akun dananya pin/passwordnya bisa dan setelah saya ganti pun tetap enggak bisa juga gimana ini tolong...
Shena Ramadhani,25 Juli 2021,4,"please tolong tiktok kenapa tidak bisa salin komentar, sudah di update tapi tetep gak ada😵‍💫"
Zaskia nur aisyh Nuraisyah,17 Juni 2021,4,Sumpah keren kenapa lu lihat kebawah gue sudah bilang keren
Sambrun Ungkal,7 Agustus 2021,4,Sangat senang melihat tiktok.. banyak hiburan lelucon... dan kreatifitas
twntytu 0five,10 Juli 2021,4,Ini kapan ada fitur bookmark video yang bisa dipecah-pecah ke beberapa folder kayak punya Instagram??? Terutama untuk pengguna android 10
virda nur laili,19 Juli 2021,4,"Untuk promosinya gak bisa 🥺 , dan ingin sekali hapus tiktok lama gak bisa 🥺"
Didin Cunail,13 Juli 2021,4,Mantap ini benar aplikasi yang kasih hiburan dan uang👍👍👍👍 yang berkenan masukan kode undangan silahkan GBHSXPBBVXYTB
MR ANJAY,3 Juli 2021,4,"Apa lah daya ku . Mau protes soal event coint tiktok, tapi gue cuma penikmat gratisan .....🥲 Tapi gua cuma berharap smoga aplikasi kasinya jadi semakin baik dan tidak memberi harapan palsu ❤️"
Valeska Tobing,21 Mei 2021,4,"tiktok tolong peringati akun yang bernama clara.alexander12 soalnya memilih BTS karena BTS itu lebih ganteng dari mana Pak Soeharto dan juga membuat orang yang suka anime jadi sedih dan merasa kesal, tolong diblokir akunnya dan peringatin dia “Anda di blokir karena membuat orang lain merasa sedih..."
Abuy Gaming,5 Agustus 2021,4,"tolong dong setiap aku upload video ko gak ada yang nonton, solusi?"
Konici eichiro,16 Juli 2021,4,Gue kasih 4 bintang. Dikarnakan. Point mendadak hilang. Padahal akun Original dan gak curang undang teman pun sudah lumayan. Tanpa double akun juga pure main tiktok dengan 1 akun
Vina Viza,23 Juni 2021,4,"Kak mau tanya, aku sudah undang temen, tapi di hp temen gak ada masukkan kode ku. Malah disana dapet koin sesuai yang di janjikan klo dari rujukan. Disana juga lebih besar hadiahnya kalo invite temen. Tapi di aku gak ada koin masuk pas temen sudah download. Malah disana gak ada masukkan kode ku. Itu gimana ya?"
Dewi Yuliawati,28 Juli 2021,4,Bagus sih tapi kenapa selalu muncul kode coint padahal sudah di update🙂 Jadi ganggu><
DWI PERMATA PUTRA,29 Juli 2021,4,Tolong dong di bantu saya mau mempomosikan video tapi tidak ada metode pembayarannya tong dibantu please
Novisya Adam,30 Juni 2021,4,"Aplikasinya bagus tapi masih ada yang kurang, coba tambahkan tombol [ ikuti semua ] di bagian tab pengikut/mengikuti biar pas mau fb follow back gak repot sama gak kena limit. Untuk sementara aku kasih 4 bintang makasih›"
Cindy Jovita,18 Juli 2021,4,Semakin hari semakin berkurang koinnya Tapi ya Alhamdulillah waktu itu aku sudah pernah dpt 60.000 thanks tiktok Tapi tolong diperbaiki agar koinnya gak kurang kurang terus menerus ☺️
*******,30 Juni 2021,4,Bagus aplikasinya menghibur banget Sumpah gak percaya gak nyesel
Sri Herlinda,24 Juli 2021,4,"Aplikasi nya lumayan bagus, cocok buat hiburan untuk mengisi waktu luang"
Warung Bu fredd,12 Juni 2021,4,"Ayo download aplikasi ini, mumpung ada event besar yang menanti dan jangan lupa masukin kode referal ku biar makin besar dapat reward nya G-B-J-L-J-R-6-8-S-P-Y-V-B Yuk jangan sampe kelewatan event nya yah 😅😅😅"
Revand AlHafizh,23 Juni 2021,4,Tiktok ini bagus banget
Alu Na,7 Agustus 2021,4,tiktok ku sekarang sering ngelag gak tau kenapa padahal pakai wifi jaringan lancar
Risa Jaim,31 Juli 2021,4,Keren bngat.. tapi hoyong buat min. kenapa sudah beberapa hari ini kok point tontonan misi kok gak masuk aja padahal saya sampai berjam jam nonton videonya tapi sampai saat ini point harian gak masuk sih tetap jumlah Rp gak berubah. tolong diperbaiki
Firdaus Gimang,27 Juli 2021,4,"WWE, SEPAKBOLA, JOGET, JEDAGJEDUG, GAME SERU BANGET LAH BUAT YANG LAGI BOSAN MENDINGAN DOWNLOAD INI😁"
Haetami Alifahana,18 Juli 2021,4,buat tiktok saya tau akun saya di blokir karna melanggar panduan komunitas tapi waktu lamanya sampe kapan saya takutnya kena blokir permanent jadi gak bisa balas komen lah atau upload video lah
rohma Naway azmaata,6 Agustus 2021,4,Aku suka tiktok tapi suka ku gak terlalu banyak maka aku kasih bintang 4
lilih muflihah,19 Juni 2021,4,"Aplikasinya manfaat, asli, banyak ceramah ceramah yang bagus. Tapi poin yang saya transfer ke rekening, gak sampe sampe... Huhuhuhu 😭 bisa kembali gak kalo gitu?"
Lia Official,15 Juni 2021,4,"Hallo mohon bantuannya Saya sudah menyelesaikan misi 50/50 tetapi tidak sama sekali dapat bonus saya dapat kan saya hanya menerima 680rb dari 50 undangan, mohon bantuannya agar bonus saya kembali."
Rahmat 96,1 Agustus 2021,4,Lumayan bagus ko ................................... ... .... Tapi bener...
Ratu Etty Yulihati,21 Juli 2021,4,ini gamenya bagus banget kalian uji coba tapi kalo anak kecil jangan ya
cakrawati sudjoko,17 Juni 2021,4,"Download boleh, Asal jangan jadi generasi ketergantungan. Jangan bangga main tiktok, inget tiktok cuma hiburan. Tantangan kita akan lebih berat di masa selanjutnya, banyakin belajar, bukan cuma di tiktok. Paham kan ?"
dina dinnacandira,29 Juli 2021,4,Mau tanya. Tolong respon kak. Apa nonton video sudah gak dapet koin lagi? Mohon bantuannya ya kak. Respon. Terimakasih
NadilaWill,25 Juli 2021,1,kenapa setiap bikin video yang like gak ada tapi kalau aplikasi like ada gimana sih .... jadi gak suka
Julie Hawkin,30 Juni 2021,4,"Lama lama bosan juga pakai aplikasi ini,. gitu gitu aja membosankan dan pendapatan koinnya sedikit..."
Rayya Nadifha Abadi,1 Agustus 2021,4,Lumayan bagus tapi kalo pengikutnya belum banyak kayak seleb tiktok gak bisa live
Ibat Bat,30 Juni 2021,4,Keren banget aplikasi ini kita bisa menghasilkan uang lewat aplikasi ini..Yuk masukin kode Hack GBVQAECSZXYWB untuk mendapatkan poin 100rb Selamat mencoba..
Candra ec2,16 Juli 2021,4,"Tolong ya supaya stiker hadiahnya dihilangkan,soalnya mengganggu banget😔"
Are Falen,5 Agustus 2021,4,aplikasinya bagus tapi kenapa saya kasih bintang 4? Karna video gue gak pernah fyp
Suneo Sunea,10 Juli 2021,4,Awalnya bagus bngt bisa menambah penghasilan tapi kenapa makin kesini makin berkurang uang nontonya. malahan sekarang menghilang tidak bisa menghasilkan uang lagi. tolong diperbaiki lagi ya ka...
Susy Sary,28 Juli 2021,4,Sangat baik . Tapi kendalanya sudah d folback kok Masih tetep aja untuk ikuti balik 😔
Wildan Ilham,18 Juli 2021,4,Dengan aplikasi ini AQ suka karena terhibur asal jangan tersendat sendat bila di klik
Imroatu latifatul Ihwana,11 Juni 2021,4,Bagus sebenernya tapi aku 2 hari pakai buat cari koin sudah aku klik dan selama 30 menit kok koinnya enggak masuk tertulis hanya 5 menit aku jadi bingung sendiri. Aku coba beberapa kali dan aku rasa aku sudah lebih dari 30 menit tapi tetap aja ini maksudnya gimana?
Aleya syubbanlovers,30 Juli 2021,4,Bagus tapi semoga bisa lebih ditingkatkan lagi dan ada tiktok offline 😂
Adel Konut,27 Juli 2021,4,aplikasi yang keren kita bisa menonton video dari sini terimakasi tiktok😊
Rivalina 745,11 Juli 2021,1,Jangan download nanti nyesel...
DAVA maulana 7B,23 Mei 2021,4,Bagus banget pasti dilihat
Amin Hado,3 Agustus 2021,4,Pelayanan yang sudah bagus tingkatkan terus agar konsumen semakin puas
aqylla putri pratama Pratama,29 Juli 2021,4,"Kenapa saya kasih 4, karena gak hasilkan cuan lagi.. mana dong dari pihak tiktok... pengguna sudah banyak.. malah dihilangkan buat dapetin cuannya"
Rasyid lubis Syid,26 Juli 2021,4,Saya kasih 4 saja karena saya tidak pernah dikasih bonus dari tiktok ingin seperti yang lain selalu dibagi ..😔
chamvredx shoe,19 Juni 2021,4,"Banyak sekali berita/informasi yang tanggal kejadian tidak diketahui di FYP, tiktok seharusnya menetapkan tanggal upload yang jelas dan tidak bisa dimodif/edit agar tidak menimbulkan miss informasi. Aku masih gak bisa buka draf"
Slamet,5 Agustus 2021,4,"Lumayan cepet ngasilin duit di Minggu pertama,selanjutnya...."
Oliviaaa _,15 Juli 2021,4,"Ｏｈａｙｏｕ ｇｏｚａｉｍａｓｕｕ . . .anoo tiktok sangat bagus tapi banyak jamet yaa😭😭 bukan salah tiktoknya sih , btw download aja supaya glow up eh canda😂"
yuni hanifah,17 Juli 2021,4,Alhamdulillah meski baru dapat 40rb.. Setidaknya banyak info atau berita yang lagi viral
Ningrum,5 Agustus 2021,4,Lumayan buat menghibur disaat stress menghadapi pandemi
Hasna Rizqi,22 Juni 2021,4,"Mohon maaf, ini kenapa ya? Kalo ada tulisan seperti ini waktu like ""kamu mengetik terlalu cepat. beristirahatlah"" padahal saya susah tidak buka lagi sampe besok tetap saja seperti itu, tolong beritahu agar bisa pulih 😥😥"
Ashley Sinyohpesek,20 Juli 2021,4,kenapa pas saya post tiktok ada lgonya padahal masi diaplikasi tiktok bukan di galeri
Ivan Permana,20 Juli 2021,4,Sosial media tergantung dari penggunanya. Bijaklah dalam bersosial media
Kode undangan tiktok GBDPPMNGMPYTG,29 Mei 2021,4,aplikasinya sih sangat bagus jadi bisa terhibur Bikin tertawa senyum terkadang sedih dengan videonya.
Iqbal Rifai17,24 Juni 2021,4,"Halo tiktok kenapa saya tidak bisa memasukkan kode Referall teman saya, disitu tertulis tidak lolos kontrol penipuan terus. Tolong segera di proses. Terimakasih"
Park Jimin 2608,15 Juni 2021,4,"Ayo download tiktok segera,, banyak video bagus dan menarik lainnya 😉. . . . Jangan lupa masukan kode GBRNTTZRRXYUG Untuk mendapatkan uang tunai jutaan rupiah..."
Feggyan Windari,23 Juni 2021,4,Mohon untuk lebih teliti lagi dalam memilah video yang akan muncul. banyak anak kecil bermain tiktok. terutama video yang mengandung unsur pornografi atau ujaran kebencian. kenapa yang kayak gitu gak diblokir? Saya upload video kucing laga makan kok video saya dibanned.
VN,27 Juli 2021,4,Kok sekarang koin saya hilang sudah 1bulanan biasanya kalo nonton video selama 30menit dapet koin kok sekarang gak ada padahal sudah update terus
Winda Supini,11 Juni 2021,4,Ini kenapa installnya lama banget please dong dowlondnya jangan lama please sudah berhari hari bahkan berbulan bulan ini aplikasi gak muncul di layar hp ku malah baru 30% terus padahal wifi ku selalu full tolong dibantu oke developernya
FYZ OFFICIAL,20 Juli 2021,4,"Min kok punya saya jadi ga ada menit2 nonton ga menang point juga kalo nnton, id mochgilangprayoga"
wahyu Doni Setyawan,3 Juli 2021,2,Kenapa akun tiktok saya tidak bisa bertambah poin padahal saya event bonus tiktok dan sudah mengklik iklan untuk mendownload video agar pohon tapi kenapa selama 30 saya menonton video tidak bertambah point di akun tiktok saya
Borneo 89,20 Juli 2021,4,SnackVideo aplikasi yang bisa menghasilkan uang. Ini kodenya ya..
Rajah 9-H,22 Juli 2021,1,Hmm...kok tidak bisa didownload ya lama banget
saeful khomar,1 Juli 2021,4,"Terima kasih sudah bisa lagi menonton Dan klik koin. Saya tambahi bintang dari 2 ke 4, kalo tidak ada kendala lagi ke depan saya kasih bintang lagi . Terima kasih"
X BRAY,22 Juni 2021,4,"penarikan saldo kalo bisa tambahkan jangan jangan dana/bank aja soalnya tidak semua orang punya akun dana premium dan punya nomor rekening bank, tambahkan shopeepay/gopay/ovo kalau bisa"
AJAI 03,10 Juli 2021,4,"Saya kasih bintang empat, soalnya saya suka aplikasi nya sebelum diperbarui, kita nonton video 30 menit sudah bisa dapat 70.000koin Rp7.000 tapi setelah di perbarui malah turun koin yang kita peroleh selama nonton, agak kecewa sih tapi good lah harapan ku diperbaiki lagi biar makin banyak yang instal aplikasinya..."
Fendi Maulana,11 Juli 2021,4,Kenapa gambar klik poin gak ada. tolong admin untuk memperbaiki sudah 2 hari nonton video gak dapat point
Krisda Yanti,19 Juli 2021,4,"Saya akuin aplikasi tiktok emang bagus,tapi saya sekarang engga pernah buka2 tiktok lagi karna tiba2 akun saya diblokir sama tiktok kan jadinya saya kecewa dong"
Meyva Putri,1 Juli 2021,4,Saya pas buka tiktok kenapa tidak ada komentarnya? dan saat saya komentar tidak bisa? Gimana ini mohon dibantu ya. kalau tentang hiburan semuanya bagus. Semoga bisa diperbaiki ya min
Muhammad Fadil,30 Juli 2021,4,Aplikasi ini bagus sih tapi tolong dong diubah penarikannya menjadi dana biasa bukan yang dana premium karna aku masih bocil gak punya ktapi karna saldo saya ditiktok sudah 31 ribu kan lumayan buat beli paketan
DULLOH GAMING,2 Juli 2021,4,"Kenapa dengan tiktok gua sudah susah susah naik dan ketika gua sudah naik 35,7 folowers kenapa viwers nya cuma 10 yang like 4 itu gak masuk akal tolong lah diperbaiki 🙏 kalo sudah di perbaiki gua akan kasih bintang 5🙏"
Gus Helmi,25 Juli 2021,4,Kenapa saya mau memasukkan kode Ada Kesalahan jaringan harap Coba Lagi
Ardi Yulianto,15 Juli 2021,4,"Sekarang enggak dapet koin lagi nonton tiktok , ada yang sama?"
Asus Bayppas,17 Juli 2021,4,"aplikasinya bagus banget, cuman kalau bisa hadiah undang temannya distabilkan lagi seperti dulu lagi 🙏🙏🙏🙏😍😍🥰🥰🥰 kangen Tiktok dulu.🙏🙏🙏😍😍😍"
AtharTv production,19 Juni 2021,4,"Cuma saran bagi pemilik perusahaan tiktok indonesia ,kami mohon video video yang senonoh untuk tidak di ijinkan di upload, ingat banyak anak anak main tiktok...."
Numpang Sabanta,10 Juni 2021,4,Dulu aku tidak suka tiktok karna yang muncul diberanda joget2 aja terkesan alay. Sekarang aku download karna bisa dapat koin yang bisa di wD... dan juga isi tiktok bervariasi juga rupanya.... ada faedahnya juga selain koinnya.
anak jantan,10 Juli 2021,4,"Kak tiktok aku kok gak bisa masukan kodenya, selalu error' katanya"
Palangka Raya,6 Agustus 2021,4,Lumayan..suka sihh Yang intinya banyak mendapat pengetahuan saya.
Rus Mini,16 Juli 2021,4,Lumayan hasil nonton tiktok bisa beli pulsa dan token lampu.... Makasih tiktok
Ar bayu,4 Agustus 2021,4,jangan download
BEDHE 14,14 Juli 2021,4,tidak menghibur sama sekali
Andrian Maharani,6 Agustus 2021,4,aplikasi favorit aku sering scroll tiktok tapi gak ada pendapatan iya atau apa gak pernah fyp lagi
Samuel Koto,7 Agustus 2021,4,banyak video pencemaran nama baik
Alvin Tungkagi,16 Juli 2021,4,Saya meminta tolong untuk pihak tiktok agar mengembalika akun saya yang diblokir.. Saya sudah menyadari kesalahan saya maka meminta tolong agar di pertimbangkan lagi. Terima kasih
Gun Baysca,1 Agustus 2021,4,Saya masukan kode teman ko error.. kontrol penipuan brarti tiktok cuman ngeprank doang .... jadi males ngundang teman ... masukan kode aja error terus
memetz slamet riady,23 Juni 2021,4,"Aplikasi keren terbukti membayar..tapi setelah semakin lama main koin yang diberikan semakin kecil sehingga sangat susah mengumpulkan point, tolong developer diperbesar jumlah koinnya..setelah koinnya besar baru bintang 5"
Kode undangan tiktok GBDPPMNGMPYTG,28 Mei 2021,4,Apa sangat bagus banget aplikasinya bisa jadi tersenyum ketawa jadi hidup lebih seneng ...
Adhen Sukma,1 Juli 2021,4,"Ini kenapa padahal saya pengguna baru tapi ko bonus 3k nya gak dapet😞 Terus pas nyelesain misi gak maju"" Lagi pas mau masukin kode tidak lolos kontrol penipuan maksudnya apa? Saya kan pengguna baru Tolong ya admin😉 diperbaiki lagi biar kami warga 62 jadi puas kaya dulu lagi😃."
Arief Nurul Zaman,28 Juli 2021,2,Ingin dapet penghasilan dari tiktok susahnya harus yang sexi terus gitu?
Sabriansyah Putra hiola,13 Juli 2021,4,kenapa sekarang sudah tidak ada Misi buat tiktok.? Koin/Hadiah masih ada tapi Misinya yang sudah tidak ada? Mohon penjelasan
Yigo83 Cjdw,2 Agustus 2021,4,kenapa koin saya tidak bertambah padahal sudah ikut event
Susii Susanti,18 Juni 2021,4,"Aku ingin sekali menjadi seorang yang lebih bagus lagi kalau bukan karena aku tidak bisa, , saya tak pernah bisa menang dari pada ngurusin orang lain yang tertarik pada iklan. . Mereka yang tidak yang paling penting adalah bagaimana kita harus bisa menjadi orang lain."
Maya Kresna,20 Mei 2021,4,"Aplikasi ini bermanfaat tentunya karena banyak konten kreator yang membagikan ilmunya mulai dari agama, bisnis, skill tergantung bagaimana kita memanfaatkan. Saya rasa yang bilang jelek masih belum memperluas penggunaanya"
ngotok chanel,21 Juli 2021,4,Aplikasi terbukti membayar.. Bantu ramein ya kak GB5X9ZNGJPYWT
Suka Mandi,7 Agustus 2021,4,"Okeh ... Masuk fyp, gue kasih 1 bintang lagi. ... Xixixi serius"
Aldi Tano,16 Juni 2021,4,Jika ingin ratingnya tinggi permudah misi dalam eventnya .masa iya ngundang 50orang .coba kayak tiktok lite hanya 20 orang .dijamin pasti naik ratingnya .sebelumnya harus memberi rating 5 star
Badria Matus,6 Agustus 2021,4,"so good, kok sekarang ngelag sih patah-patah tolong dong"
Luci Ana,14 Juli 2021,4,Belum pernah dapat duit dari tiktok ini.. tapi saya terhibur
Sherly Anastasya,5 Juli 2021,4,"Terhibur juga sih dengan adanya aplikasi ini, G A 3 A E T 4 U W P Y T G bisa digunain kak supaya dapat tambahan saldonya. <€..."
Kode undangan ❹⓿❸❷❽❽⓿❻❺,26 Juni 2021,4,Gak perlu repot repot biat menghibur diri cukup nonton video di tiktok bisa senang melihatnya bagus banget aplikasinya ...
Sarip Saepuloh,17 Juni 2021,4,"Buat pengembang, tolong perbaiki aplikasinya karena makin kesini makin bikin panas suhu hp dan panasnya sangat over banget. Semoga masukan ini diperhatikan demi kemajuan bersama."
Frans Obe,22 Juli 2021,4,Aplikasi keren habis sangat bagus pokoknya maju terus tiktok.
Titik endangmurni,19 Juli 2021,4,Kak kok punya aku tidak ada bonus koinnya lagi gimana caranya biar dapat bonus lagi
魚Sakana,14 Juli 2021,4,Kenapa sekarang komenan gak bisa disalin? Mohon diperbaiki ya🙏
Aris Manto,11 Juli 2021,4,Sangat membantu para kreator menyalurkan bakat. Terimakasih
Sri Mayasari,23 Juli 2021,4,"Awalnya saja bisa nonton dapat uang kesininya tidak bisa lagi nonton,. coba jelaskan dong"
sugi hono,3 Agustus 2021,4,Bermanfaat dan bisa buat hiburan hilangkan penat dari aktivitas
Ivan Leonardo,23 Juli 2021,4,"Bagus Sekali, Saya Sangat Puas Banget Dengan Aplikasi Ini"
Prabu Jaya,17 Juli 2021,4,kok tiktok gua gak ada tugas nontonnya sih kenapa ya?
Badiati aradhiva,6 Agustus 2021,4,Beberapa hari ini tiktok ngelag padahal sinyal atau wifi bagus
ALFIAN MV,9 Juli 2021,4,Aku suka aplikasi ini ... Tapi.... boleh block gacha heat? Karena aku benci gacha heat.. dan ada gacha heat di tiktok... Keluar gacha heat nya
Kadek bayu setiawan giri _MIPA 2,9 Juli 2021,4,"Aplikasinya bagus, keren, banyak video bagus, kreator kreator baik. tapi kenapa semenjak update kok cuma ada akun bisnis akun kreatornya dikemanain tolong dikembalikan ini karna sangat berguna untuk kreator kreator yang menggunakan akunnya selain untuk bisnis. sekian saja tapi tetap ini aplikasi bagus banget�..."
Kus Niyati,1 Agustus 2021,4,4 bintang dulu ya... nanti kalo akun ku sudah bagus like sama yang nontonnya tambahkan 1 lagi🙏😊
Aan Camp Pres,29 Juni 2021,4,Ini aplikasi emang bagus banget bray apa lagi kalo lagi gabut kalo gak lagi gak mood coba aja nonton videonya ada yang ngakak sampai yang sedih. Jangan lupa pakai kode undangan aku ya GBYLMASMZXYYT
ERLAND ALANO,21 Juli 2021,4,Aplikasi ini bagus banget aku suka tapi jangan update terus ya
yunita dyah savitri,21 Juli 2021,4,Saya kecewa kenapa sekarang susah buat upload video di tiktok
Teguh Amin,28 Juli 2021,4,Aplikasinya bagus banget tapi kalo bikin video gak ada yang like 😒🔪
Chika Ahmad,14 Juli 2021,4,Kenapa sekarang tidak bisa mendapatkan koin saat menonton video
Y u s u f N i h G e n k,6 Agustus 2021,4,Wah bagus aplikasinya banget
Rhivana Dhea Peranajaya,1 Juli 2021,4,aplikasi jelek Eh tapi bohong aku suka banget
Revan Evan,3 Juni 2021,4,Buat Tiktok Untuk event 1juta ..telah berakhir... saya harap event tiap nonton dapat uang.. masih di teraplikasikan dan permanen... jika hal demikian di teraplikasian... pasti akan lebih banyak lagi orang-orang mendownload tiktok ..karna pasti sama2 menguntungkan... kami menonton dan dan pihak tiktok mendapatkan uang...
Hawwa Nuha,8 Agustus 2021,4,aplikasi ini sangat bagus ......tapi kenapa kalo aku daftar gak bisa'
Endang Pamungkas,3 Juli 2021,4,"tiktok untuk menghibur yes ok lah yaa yang lucu buat orang ngakak itu bagus... jangan yang ada unsur mengejek, porno dengan baju yang minim bahan itu sebagian orang suka dengan yang fulgar cewek cantik tapi untuk orang yang dewasa seperti saya yang sudah 57 tahun agak risi lihatnya harus diseleksi juga karena tiktok sudah disukai ..."
ukhtina fatimah,31 Juli 2021,4,Aplikasinya bagus tapi harus bikin akun gapapa bagus kok.
Grand Ck,5 Agustus 2021,4,Bagus si tapi gara gara ada yang parah parah jadi bintang 4
Agung Firman Halawa,21 Juli 2021,4,Kok tidak bisa melakukan pengisian saldo di aplikasinya ni.
Andeka Saputra,25 Mei 2021,4,Aplikasinya Sangat Bagus Dan Menghibur Sekali Dan Apa Alasan Saya Kasih Bintang 4 karena saya kecewa kenapa penghasilannya semakin hari semakin mengecil. Yang tadinya 70000 Point Dan sekarang Tinggal 49000 Point.
Sti Rhni,29 Juli 2021,4,"Please aplikasi ini aku mah kasih tau aja ya Tolong kalau sedot paketan/ kuota jangan terlalu banyak, bagus sih ramenya mah cuma ajah yang tidak bagus paketannya 😞"
anas stefi nailah khoerunisa,17 Juli 2021,4,"ngeselin ih, update mulu tapi bagus sih, kuota gue jadi miris mulu kalo tiap minggu harus update melulu"
Umi Lilik Ambarwati,17 Juli 2021,4,Kenapa event menonton video dapet koin gak ada lagi ya..
Adil Firmansyah,20 Juni 2021,4,aplikasi tiktok ini bagus banget
Muhammad Ramadhan,25 Juli 2021,4,Love you tiktok mantep terus lah memberi kenyamanan kepada penggunanya😊
Munfaridah Nugraha,24 Juli 2021,4,😂😂😂😂lucu bagus juga
Bagus 1989,21 Juli 2021,4,Baru2 ajah koinnya ada kok sekarang gak ada cointnya nonton videonya
Frederika Simarmata,4 Juni 2021,4,Dear tiktok..saya kasi bintang 4 sekarang..sekarang saya tidak bisa menarik ditiktok... jujur aplikasi ini sangat keren dan bagus. Tapi saya sedikit kecewa .tolong pulihkan akun saya..biar saya bisa menarik uang nya lagi ....terimakasih
sulistiana 98,12 Juli 2021,4,"Aplikasinya keren bisa menghasilkan duit, tapi kenapa pengguna lama sudah tidak bisa menghasilkan koin? Tolong berikan penjelasannya🙏"
Prayit pelaut,22 Juli 2021,4,Perlu bantuan dong please koin tidak bertambah padahal sudah nonton lama banget
Dipo Dipo,19 Juli 2021,1,Jelek
Have Good day,3 Agustus 2021,4,Sangat - sangat mengisi waktu bahkan saya sampai lupa waktu😄
Yanti sosilawati,6 Agustus 2021,4,Bagus sih tapi kenapa ya sekarang tiktok sering ngelag gak kek dulu
Nidaayuu Nidaayuu,13 Juli 2021,4,"Sering bermasalah dengan koin yang tidak berjalan sama sekali, padahal sudah direset ulang tetep gak bisa, tolong dong agar diperbaiki lagi"
Erin Vina,14 Juni 2021,4,hai tiktok akun ku grandelovmr kenapa gabisa post video ya??? sudah berhari hari loh ???????? Please aku MAU NGONTEN INI
Ramlan Annajah,2 Agustus 2021,4,Aku seneng suka main tiktok karena banyak video keren dan pendek aku kasih bintang 4
Bayu Rizki N. S,23 Juli 2021,4,Mengasikkan semoga bisa seperti aplikasi like bisa dapet uang dengan mudah
ronirosadi Roni,6 Agustus 2021,4,Bintang 4 dulu kalo gampang cari koinnya nambah lagi bintangnya
Tasya Richard,28 Juni 2021,4,tiktok bagus. Tapi tiktok gue keknya lambat yah apa tergantung followers dan viewers? Soalnya orang lain sudah ada yang bssa live dan punya 3 menitan tapi gue gak ada. Gimana?
Putri Puspaningrum,15 Juni 2021,4,"Maaf, boleh gak ya kalo tiktok sediain fitur edit caption di video yang sudah di upload.. terus pin komentar jangan cuman di IPhone aja.. terima kasih 🙏🏻"
Sg,7 Agustus 2021,4,Kak aku suka sih sama fitur² barunya but kok jadi ngelag ya?
Lime Offcl,27 Juli 2021,4,Aplikasinya lumayan💗 Tapi kenapa kok gak bisa dapetin saldo ya?
JEGAGIX OFFICIAL,1 Agustus 2021,4,"Kenapa setiap aku post video kena langgar terus😭 mohon dari pihak admin tiktok jangan gitulah, akun aku i_am_wong75"
Uswatun Chasanah,11 Juli 2021,4,Bagus sih selama pake tiktok gaada masalah sama sekali.. tarik uang juga lancar. Tapi kenapa sekarang gaada bonus koin nonton video sih agak kecewa😳
Embun Rahmaa,7 Agustus 2021,4,"Bagus banyak ilmunya, selain itu aku juga suka buat quotes galau, haha pantau ya tiktokku embunrahmaa19🥰"
Anita Isfiani,1 Juni 2021,4,aplikasinya bagus tapi kok saya kan ada kouta tapi gak bisa dibuka tulisanya tidak ada koneksi internet aplikasi. yang Lain juga gak bisa cuman YouTube sama playstore doang yang bisa tolong di perbaiki ya
Andi Vhilbar,6 Juli 2021,4,"Aplikasinya sangat bagus buat orang orang yang ingin berkreativitas sesuai apa yang mereka inginkan, keknya sekarang lagi ada masalah sama aplikasinya , lapak ku yang kemaren rame tiba tiba jadi sepi 😥 sedih banget sih"
Nur Shalita,17 Juli 2021,4,Aplikasi yang bagus....keren sekali . yang belum download cepat download..
BIRU #TMCH,8 Agustus 2021,4,Min kok kalo mau tarik uang harus pake dana premium ya?
Ahmad irsyadul ibad,29 Juli 2021,4,"Jelek Banget tapi bohong, yakali Jelek 😂"
_Itz Rasya 28ツ_,11 Juni 2021,4,"sudah bagus kok, cuman kenapa ya? Saya sudah ngikutin banyak orang loh, pas mencet kata ""Mengikuti"" Kenapa gak muncul Video orang yang saya Ikutin? Tolong benarkan."
My Story,23 Juli 2021,2,Kenapa makin lama ga bisa dapat koin? Padahal nonton sudah lama bgt
w i s Tzy,6 Agustus 2021,4,Aplikasinya sangat menghibur sekali hehe codeF9UDWRDK6PYVU
Aditya Mahdani,27 Juli 2021,4,Mohon maaf ini kenapa kok gak bisa salin komentar ?
